enfj, edited desperate <type> needs help understanding love of my life   <type> i am an <type> who has been in love with an <type> for almost twenty years and i still do n t have him i wonder if i  ve made every mistake that it  s possible for an <type> to make and i need help understanding what  s going on we grew up together and from childhood i felt a connection with him it was as if i understood the deepest part of him in a way that no one else did and when he looked at me   i felt he understood me   too in our teens   lightning struck our eyes would connect   the world would fade away   and it was just he and i in a crowded room i  ve never felt that with anyone else but i was too young to realize what it meant we never did anything about it   moved on   grew up   and i married someone else he dated other people but never married for several years   i did n t see him and yet   i never forgot him it was as if he were a part of me my soulmate i was happily married content but at night   sometimes i would dream about him i would go months without a thought of him and then i would have a dream and i would think of him for days usually i dreamed that i was searching for him but i could never find him or if i found him   he never saw me i came to believe that there was a connection between us that was unexplainable and i would just have to live with it i went on with my life and tried to bury his memory deep inside last year   my life changed i discovered my husband was cheating an intensely loyal <type>   i was devestated i mourned and grieved and started to rebuild my life six months ago   i saw my <type> again for the first time in all these years it was like magic   all over again we sat and talked and he opened himself up to me in a way that i am only just beginning to realize was pretty special he  s always been the life of the party   the funny guy   but i  ve always seen beneath that to the serious   deep   real man that he is i was blown away i fell even deeper in love   but for absolutely real this time call it the hopeless romantic <type> part of me   but if i  ve loved him this long and it  s only getting deeper   i ca n t imagine loving anyone else we began to text and email and carry on a long distance something we talked about deep stuff real stuff fun stuff not every day but enough that we stayed in each other  s lives for the next two months on a regular basis usually he initiated the online conversations we would sometimes chat for two hours without saying anything very meaningful or important we were just completely comfortable and natural with each other after two months   i began to feel that he was pulling back the <type> in me quickly retreated i became scared and i was already so deeply in love   i did n t know what to do to be fair   he was very busy typical <type>   he was never home on any given night but was always busy doing with his hands in about a dozen pies but i felt like he was rejecting me my intuition told me he was pulling back i wondered if it was too much   too fast i decided to leave him alone i was n t sure what was going on and began to feel that he was blowing hot and cold because he would still occasionlly seek me out online but he never called me on the phone or did anything that was overtly flirty i began to go back over his behavior toward me i was n t convinced he viewed me any differently than any of his other friends he had never given me any indication that he viewed me romantically the last time i had seen him   he continued to joke and laugh and treat me like everyone else and yet   there was a subtle difference when he was around me if i caught him unawares   came upon him when he was n t expecting me   his eyes gave him away there was an expression in them that caught at me   made me lose my breath like his soul looking into mine it killed me hooked me there were other things   too i had noticed that when we first met again   he refused to look into my eyes at all he would talk to me or rather at me   but would n t make eye contact if he did   it was a glancing blow it was so obvious that i had begun to wonder if maybe i was wrong and he was n t really an extrovert   but was really shy instead but that did n t add up with everyone else   he was completely natural and confident it was only with me that he was different and   when i thought about it   he had acted this way right before i married my husband years before and there was always   always this tension within me when he was around   as if i were hyper aware of him i intuitively felt like he felt it   too   but wondered if i was imagining it i also noticed that he never hugged me never   ever but he hugged everyone else in a friendly   affectionate way that seemed to be a part of his personality just not me i was n t included i had even started to wonder if there was something wrong with me that he did n t want to hug me over the next four months   our contact became less and less i became desperate and yet determined not to beg i wanted him to come to me   if he wanted me and yet   if he wanted me even a little   i would have been willing to beg i just wanted him but i did n t know how to get him or if he even wanted me at all i began to wonder if i had made a serious mistake by pulling back i had thought he was playing games but i began to wonder if maybe he just had n t thought i was interested i had guarded my heart closely because i was afraid he would n t want it what if he thought i did n t want his    if i were honest   i had to admit that i had carefully treated him like a friend when everything inside of me had been dying for him about a month and a half ago   i saw him again i was still deeply certain that he did n t love me   that i was destined to live my life desperately loving him and pretending that i did n t and so   i closed down my deepest emotions and pretended that i was perfectly calm and he was just a dear   treasured friend there were no lingering glances   no accidental touches but still he sought me out i told myself he was seeking out the entire group of friends but he sat next to me   often i felt torn   emotionally chaotic   absolutely certain one moment that he felt the same way for me and then just as certain the next that he did n t finally   he caught me alone in a quiet moment and started to ask the deep questions   the kind that we had once shared so freely but i could n t share it was awkward and painful and i was in love with him and wanted all of him and so i shared very little this time   when i left   he hugged me it was n t a friendly   arms around shoulders hug that he gives everyone else it was closer   intimate i was the one to pull away   certain still that he viewed me as a friend it was only later that i started to wonder he told me specifically to keep in touch with him i   trying to protect my heart   told him just as specifically that he could contact me if he wanted to he told me that he had n t seen me online lately and he seemed awkward   hesitant   unsure i did n t know what this meant i had felt that he did n t want to talk to me as much and so i had n t been as available to him online but he could have called me if he had wanted to he had my number but he never had i was n t sure that i bought his reason but the way he looked at me   it was almost as if he blamed me for our lack of communication i was confused and did n t know what to think that night   i took a chance and texted him about how much i had enjoyed seeing him he immediately texted back   asking if i was home i said no and he texted back that we would talk soon and that he was n t very busy over the next week i thought   ok   i  ve done my part   and i did n t reply and just waited i waited for a month out of the blue two weeks ago   he contacted me again   wanted to know how i was doing and told me a little bit about his busy life we chatted online for an hour and then i initiated the goodbye   told him i loved talking with him but had to go the truth is   i could have sat up all night talking to him and i do n t want to be that girl   i m so confused by him that i do n t know if he wants me or not my <type> intuition says yes   but my <type> need to protect myself says maybe not why is n t he being bolder if he truly wants me    is he just being nice to me because i m a friend who  s gone through a rough time    or is he an <type> who  s afraid of my rejection    i will tell you that my intuition says he  s in love with me but my logical brain keeps making me doubt because he  s never actually done anything that could be considered romantic should i take a chance    should i open up more and be more vulnerable with him or should i just continue to wait    thank you in advance for your advice 
entp,hi all people it is about that the truth about mbti first post discussing intelligence and type if we 
enfp,here s for when i    or maybe you    need this thread please feel free to contribute 
estj,hello <type>s   in this interview   i got a chance to talk to daniel about what it  s like to be an <type> jumper te ne pc s    b    ff first   daniel talked about loving his fi and doing fi all day long however   if the tribe comes around and asks for help   he said he feels responsible to help them because his play is nt   he likes to solve problems with the tribe in a collaborative way because he has trouble using his st blast   he rather show the tribe how to do something than teach them or tell them how to do something daniel being nt play is also very prominent as he told me several clever nt jokes for example   he said when someone says something to him hurtful   he will pretend it did n t hurt him but in reality   it  s like him being a grass pokemon weak to a fire pokemon their attacks    words    would be super effective on him he also talks about being energy dominant and being balanced with his energy levels because he is an exxj exxp   he does get bored of routines quickly and wants to channel change making sticking to a workout or diet difficult for him daniel also talked about his fear of judgement as an exxj and how making friends was something that was tough when he was younger because he was picky with people but was also grateful when he was older when another tribe adopted him to join their group watch this interview here 
istj,hello i recently got a book from our library about analyzing handwriting   and wanted to share a description i found accurate for myself a special situation called secondary expansion is where the letters themselves are narrow but the spaces in between them are wide on the surface the writer appears to be outgoing   but inside she shrinks away from social contact yet despite her insecurity and shyness   she pushes herself to interact   at least in groups where she knows the people we call this type of person a converted introvert because while it is n t natural to her   she  s learned how to behave as an extrovert in social situations the complete idiot  s guide to handwriting analysis   second edition sheila lowe i find this extremely interesting because that description is pretty close to the way i behave in school   and matches my handwriting style almost perfectly if you do n t mind   a description of your handwriting and type would be pretty sweet to see if handwriting analysis is basically accurate thank you   
istp,the first time i took the mistype investigator test   i was typed as an <type> the second time   i was classified as an <type> with low ni i  ve taken the test twice   once before breaking my laptop and again after punching some loser in the face and breaking his jaw i want to know why the same test is showing different scores   despite being praised for its accuracy my big five score is an scoai regardless   and i am a clear social extrovert who likes to engage with others 
istj,so i am a   m <type> chemist i fit most of the textbook descriptions of an <type> except i am not as organized and detail oriented as i would like to be   not really as stubborn   in romance i really need to warm up to someone first though some of the descriptions read like by the   th date i finally made a move and touched her hand hopefully kiss by the   th i am primarily relying on old i do n t go to many places where i meet women in real life i a pursuing women my age       without kids    do n t have do n t want    my dating history is nearly nonexistent i am not particularly sensitive to women  s attractiveness and most women are sufficiently attractive to me it is n t my primary criteria i think a biggest problem i am encountering is i just do n t know how to tease   banter   and flirt i have conversations ask questions   listen but in the end i often get told no chemistry my default state is kind of mr spock any tips    i have watched a lot of youtube videos and am envious of the natural charm those guys are able to exhibit but do n t feel i can do it effectively and genuinely 
estp,ok   simply speaking it would be <type>   however all of the <type>s i know do not feel like my opposite at all i clash most   or shall i say i feel most opposite with <type> which personality would you say you think most opposite to you    why would you consider this personality as the opposite    
infp,i wish women wanted to have casual sex with me according to what i  ve read   women who say they do n t want casual sex will happily forego their morals if the guy is hot enough so i guess i m just not hot enough which breaks my heart i wish women found me hot personally   if i was to go into a relationship   i would be more picky    about looks    more picky about looks    than i would be with respect to casual sex    you  re asking me to devote my whole life to this woman    so of course i want her to be smoking hot but if it  s a nsa situation   then she still has to be hot    i m still picky   i confess      but she does n t have to be a total smoking hot babe it  s not like i m gonna devote my life to her or something it  s just casual   no strings attached but according to what i  ve read   women are apparently the opposite in terms of casual sex   they just want the guy to be hot they do n t care about personality but if she  s looking for a relationship   she might be willing to date an ugly guy   as long as he makes up for it in other traits so   as they say   any guy can get a relationship but casual sex   only the really hot guys can get that i worry if i ever get a girlfriend    probably too late for that too   anyway      then maybe she does n t find me sexually physically attractive maybe she  s only with me for my  sweet and dependable nature  or whatever i do n t get her panties wet   unlike those exciting   sexy bad boys she did casual sex with in her past i merely appeal to her logic i m an apple nobody wants to eat an apple those muscular bad boys were her ice cream ice cream is tempting it makes your mouth watery it tempts your emotions the apple does not there  s nothing tempting about the apple but logically   you know the apple is better for you long term so you force yourself to like it but really   you do n t like it emotionally   it does n t satisfy you it only appeals to your cold logic because the ice cream    the exciting   sexy bad boys    treat you badly in the long term so you force yourself to buy the apple but you really do n t like it you hate it i do n t wanna be apple zoned i wanna be the ice cream to women and studies have shown that women are attracted to muscular men   with respect to short term flings but in terms of long term relationships   they do n t find the muscular men trustworthy so they do n t date them long term i wish women wanted to have casual sex with me any old fat   hairy   muscle less   jaw less guy like me can get a relationship but casual sex   that  s another story i wish women wanted to have casual sex with me that  s the only way i would feel flattered and attractive and sexually desired 
intp,i thought that we could use a thread like this i know there is a confessions thread   but that  s not quite the same   and we have n t had a proper <type> madness thread    which is my reading of stream of consciousness    since the crush thread and it  s ill begotten clones were banished to the land of winds and ghosts    also known as spam world    so    copying from the original    take issue with something going on in society    having a bad day    have something on your mind that wont go away    experience something so fabulous you just have to express it    accidentally sold your mother to a pimp in a back alley game of poker    have an idea   or discover something so amazing you must tell everyone    post your vent    or experience   idea   etc    here   note    s    this thread is not for venting about other members   the moderators   or the forum do n t over spam the thread    i ca n t expect <type>s not to spam a least a little    lest it be sent screaming into the spam abyss 
istj,my bestie is <type> t   i m <type> t and one of her closest friend is <type> a is it weird that <type>s are close to <type>s    what can attract us    we are childhood friend   my first one    we were already together in kindergarten   and when i went away for health issues she was really sad and had difficulties with other children she said it to me    i feel her as a cute   strong   clever   stubborn   kind and perfectionist girl   the one i can always trust i asked her what she thinks about me and she only said you are you   you should know who you are she doesn t give many explanations   she opens while talking and not asking but she cares   i see with actions so   i was curious about what can help a friendship between an <type> and an <type> do you have <type>s friends    
infp,do you sometimes feel like you are being interrogated and that you  re personal space has been intruded on when someone asks you a normal   harmless question or comment    for example   in college   i had a friend who would always point something out about me if i got a new pair of shoes   she would say oh you got a new pair of shoes and then tell me her opinion of them well   i m sure to a lot of people this would just seem normal but for some reason   i felt like i was being interrogated and that my personal space was being invaded i do n t know why i felt that way it might have something to do with the fact that i do n t usually make casual remarks like that about other people and thier appearance of whatever the case may be i guess i feel like it  s none of my business so for example   if someone i know gets a new hairstyle   i most likely wo n t make a comment about it   whether i feel like the hairstyle looks nice or not i usually just keep my opinion to myself 
isfp,hello <type>s   i m here to ask a question on the cognitive functions stacking of your type because i m going through a typing crisis i  ve typed myself as <type> for a long time   but i  ve started to have doubts mainly because of two functions se and te as for se   the problem is that my se seems to be nonexistent i do n t live in the present but rather in my own head   i m not really spontaneous and ca n t live in the moment   and when i try to do that    which is usually when i m drunk   as i find it hard to let myself go otherwise    it ends up being a mess and chaotic more than anything else the problem with te is that it seems to work better than my se i m not the type of person to plan every little thing   but at the same time i m no airhead who ca n t get things done i can indeed be organized and efficient when i need to be    i was described as a war machine on my job   which is in the research field for context      because as long as i can do things my own way   i have no problem with deadlines and time management and all that stuff i like to have a general plan for my day just to have a general idea of where i m going while still keeping it flexible nor am i extremely emotional to the point of not being able to hold back judgement when i need to   i know when it is the moment to express myself and when i need to shut up i also do n t really see myself in inferior te problems and a fi ni loop makes no sense because i  ve been like this my whole life and not just for some period of time the only thing i m sure about is that ni and fi and my highest functions and everything else around that makes no sense do any of you <type>s relate to this   and or have an explanation    i do n t know if it can help or influence anything   but in enneagram i m a  w         or        so sx 
entp,hello   i have never met an <type> personally but from the things i read it seems possible what are your opinions    
intj,met an <type> and the conversation went ongoing frequently they asked me a lot of questions    mostly about my interests   what i do   etc etc    and i tried my best to respond to all of them however   they often suddenly changed the topic after i responded to their question and asked about something else about me when i made a comment of something like for example   right it s so easy to do that   or just a remark about what they said like i agree it s so hard to do that they practically bombarded me with questions that it felt like an interview after that kept going i answered another question of theirs and the conversation suddenly stopped there with them leaving me on read   so i freaked out wondering if i said something bad and quickly told them it was fun talking to them and they read that as well i know i might be overthinking   but i just got curious can you guys tell me general signs    thanks
isfp,right where to begin i met an <type> girl and she has either brought out the <type> in me or made me hate the <type> in me we went out and i felt like an <type> she broke things off and now i feel like an <type> but i hate the feeling either way she  s fucked up my fi and i feel very shitty very intensely at times and i ca n t control my feelings a year ago i took many tests and    of the time   out of like    tests i was typed as an <type>   i even bought please understand me   and yeah <type> lately   over the past   months i  ve been feeling different   very emotional and so i took the test again in the book <type> <type> took a   are you an <type> or <type> test and was <type> i then realised that   holy shit   of course i m an <type> what a fucking idiot i  ve been all this time    but then i read descriptions and the   you know you  re a xxxx when    threads and well i related to the <type> the most and i just ca n t decide at times i  ll realise that i m an se user but feel like i would prefer to have ne instead and then when i think i m an <type> i would think    shit   you live in the moment   you want to live in the moment and you do you little bastard   decide already what your type is      i  ll be honest i m a bit of a lost soul at times   definitely a p definitely a fi dominant i think i might be an <type> because the <type> uses the same functions and the tests recognised those functions in me but in the wrong order or am i an <type> but just been fucked up by this girl    what do you think    i  ll tell you more if the info is n t enough 
infj,hi fellow <type>s   i just thought i d post here because i ve been feeling like maybe noone would understand me quite like <type>s i was working a remote job recently that paid really well but it felt like i was losing my soul for some reason i started feeling depressed like every day was the same and at one point recently i even told my mother i m not sure why i m living anymore well a few weeks later i got laid off with no warning along with many other people at my company and have been feeling down on myself ever since wondering why i was chosen to be part of the layoff when everyone said my performance was amazing the job market right now has also been a bit tough lots of rejections and jobs that offer alot less than i was previously making i ve been feeling like i just want to sleep      and escape this world that feels too crazy unstable for me i don t even remember what i enjoy doing for fun and i have no motivation so i was just wondering can anyone relate to these depressed feelings and give any advice on how to become alive and hopeful again    i d appreciate any advice so much
istj,hello <type>s   in this interview   i got a chance to talk to jessica about what it  s like to be an <type> si fi sb c    p    fm the first thing i noticed is jessica  s feminine si and despite it being her lead function   she has a bad memory we also discussed her double feminine sf sleep and how she tends to have an identity crisis and does n t feel confident about things she processed she said she also tends to forget the story of the shows she watches and needs to see them again and again jessica said that her nt play last comes out at night and sometimes makes it harder to sleep so   she started doing martial arts to deal with the extra energy at the end of the day jessica is very info dominant and even if she does n t want to gather new information   she will for the sake of accuracy she said there are times she would not text back a friend until she has googled the info well enough that she can provide them with an accurate reply jessica also talked about her big road trip in western united states and how it fed her nf consume and gave her a sense of excitement and gratitude after returning back home watch this interview here 
isfj,list some of your favorite movies and explain why   amelie cinematography i love the quirky yet simple plot   and the quick pace through the movie this movie is the epitome of eye sensory satisfaction   the color purple always one of my favorites   even as a young girl it  s the heart wrenching tear jerker that really shakes my emotions to the core   the jerk i tend to love simple   stupid humor    like dumb and dumber    because there is nothing to absorb at a sensory level 
istp,hello <type>s   in this interview   i got a chance to talk to heather on what it  s like to be an <type> ti se cs b    p    fm this interview was super interesting because you rarely get a chance to talk to an officially typed <type> female they almost do n t exist   and to make this another rare interview opportunity   heather is also the super rare fm <type>   one thing i noticed was that because of gender roles   an <type> female like heather has better use of her fe than male <type>s heather also has double masculine nf blast    ni fe    making her nf quite strong she is still doing the typical <type> st report    ti se      but because it  s double feminine   it  s not as in your face as her ni fe because of her play last    se fe      she tends to lose energy rather quickly and she also disrespects sf play as a result she  s aware of how important sf is but she hates it so it  s work in progress for her to improve on it she  s also looking to doing more hiit based cardio exercise to increase her energy levels which is what she has the most issues with because she  s still an ixxp   she has people problems and has dealt with tribe hate   especially in her younger days overall   it was an insightful interview and there are definitely some differences when you see the male and female variations of the same personality type watch the interview here 
isfp,soo a couple years ago when my <type> friend sent me to take a personality type quiz after i was complaining to her about my job   i found out i was an <type> later on   i decided to take the test again   and i got <type> then did it again and got <type> this test gave a percentage of each and i think i was n t too much more se   but was just by a little this did make me question myself and who i fit under   but for sure i am a more creative   artsy person so i could say i am definitely <type> then the question of intuition has been coming into my mind   especially lately id say over the past couple years i  ve become more intuitive   thinking of the future   trying to plan and set goals i also did n t understand how i could be se dominant if i actually do think i tend to be intuitive then i came across this article a few weeks ago   which says that our   function is extroverted sensing   and   is introverted intuition it then says that we are quite balanced in our se and ni   even through ni is   this was like an aha   moment for me i more started to question it because i recently also came across the idea of highly sensitive people   and i thought that i was one i bought a book called the highly sensitive person and started to read it i just started   but in the first chapter it talks about how hsp are very intuitive people so i thought to myself   if i am considered se   then how can fit as an intuitive hsp well now i think its a little more clear to me i looked quickly into the number of <type>  s that are considered hsp   and it seems to be a low compared to other intuitive personality types id like to get some insight from my other <type>  s do any of you consider yourself to be highly sensitive    also   do you consider yourself to have a good dose of ni   where it can be balanced with your se    im new to diving more into personality types and hsp   so any insight would be great i also just started reading the book so i have no idea what else is in here i guess i just thought that all <type>s would be like me   highly sensitive lol this is interesting to me i am not the number one fan of labels in general   but these have helped me to understand myself better and why things have affected my life 
